id,title,slug,posts,replies,highest_post_number,created_at,last_posted_at,bumped,bumped_at,unseen,pinned,visible,closed,archived,views,like_count,has_summary,category_id,pinned_globally,featured_link,has_accepted_answer
31610,What do you think of the new Activity feature in the BNZ app,what-do-you-think-of-the-new-activity-feature-in-the-bnz-app,32,15,34,2020-05-04T21:00:00.000Z,2020-06-21T22:55:16.371Z,True,2020-06-21T22:55:16.371Z,False,False,True,False,False,1300,24,False,13,False,,False
31366,Petition to make government departments still accept cheques,petition-to-make-government-departments-still-accept-cheques,3,1,3,2020-03-04T03:07:43.613Z,2020-06-15T09:26:47.925Z,True,2020-06-15T09:26:47.925Z,False,False,True,False,False,401,1,False,12,False,,False
31709,Insulation package,insulation-package,2,0,2,2020-06-05T21:59:47.298Z,2020-06-06T00:20:57.115Z,True,2020-06-06T00:20:57.115Z,False,False,True,False,False,98,1,False,12,False,,False
16435,Import payments from Xero,import-payments-from-xero,8,4,9,2016-11-09T22:37:41.899Z,2020-06-05T03:08:55.158Z,True,2020-06-05T03:08:55.158Z,False,False,True,False,False,5626,1,False,11,False,,False
31605,Help Bubble on Accounts screen is in the way,help-bubble-on-accounts-screen-is-in-the-way,7,2,7,2020-04-24T20:07:36.842Z,2020-06-05T02:39:36.176Z,True,2020-06-05T02:39:36.176Z,False,False,True,False,False,324,1,False,13,False,,False
241,Adding/Editing payees,adding-editing-payees,4,1,4,2016-05-19T23:55:38.000Z,2020-05-29T04:27:48.777Z,True,2020-05-29T04:27:48.777Z,False,False,True,False,False,3793,0,False,12,False,,False
31682,Mobile Prepay,mobile-prepay,2,0,2,2020-05-29T04:05:39.672Z,2020-05-29T04:21:18.632Z,True,2020-05-29T04:21:18.632Z,False,False,True,False,False,91,4,False,13,False,,False
31389,Push notification - more details please,push-notification-more-details-please,4,2,4,2020-03-18T01:48:22.157Z,2020-05-29T00:26:38.837Z,True,2020-05-29T00:26:38.837Z,False,False,True,False,False,301,0,False,13,False,,False
31669,Refresh Accounts Page,refresh-accounts-page,2,0,2,2020-05-25T03:10:49.085Z,2020-05-25T03:38:06.442Z,True,2020-05-25T03:38:06.442Z,False,False,True,False,False,96,0,False,13,False,,False
31082,Wrong suffix,wrong-suffix,4,0,4,2019-12-12T20:16:20.662Z,2020-05-24T23:39:27.834Z,True,2020-05-24T23:39:27.834Z,False,False,True,False,False,625,0,False,12,False,,False
30700,Adding an extra 0 onto bank account for payment,adding-an-extra-0-onto-bank-account-for-payment,5,1,5,2019-08-18T23:21:45.084Z,2020-05-24T08:35:24.498Z,True,2020-05-24T08:35:24.498Z,False,False,True,False,False,6202,0,False,13,False,,False
31591,Charge back,charge-back,3,0,3,2020-04-17T06:28:56.685Z,2020-05-17T08:24:17.364Z,True,2020-05-17T08:24:17.364Z,False,False,True,False,False,276,0,False,12,False,,False
28308,Using the search bar to find and filter transactions,using-the-search-bar-to-find-and-filter-transactions,5,1,5,2017-07-04T01:47:04.432Z,2020-05-05T01:41:45.651Z,True,2020-05-05T01:41:45.651Z,False,False,True,False,False,2684,1,False,13,False,,False
31600,Resident withholding tax certificates,resident-withholding-tax-certificates,4,3,4,2020-04-23T21:42:35.166Z,2020-04-24T00:36:39.745Z,True,2020-04-24T00:36:39.745Z,False,False,True,False,False,288,0,False,12,False,,False
31585,Access number for login online,access-number-for-login-online,6,2,6,2020-04-15T03:49:17.712Z,2020-04-20T03:28:18.002Z,True,2020-04-20T03:28:18.002Z,False,False,True,False,False,422,0,False,13,False,,False
31559,Atm deposit,atm-deposit,2,0,2,2020-04-07T00:18:51.299Z,2020-04-07T22:40:39.763Z,True,2020-04-07T22:40:39.763Z,False,False,True,False,False,314,0,False,35,False,,False
31554,Custom statements,custom-statements,4,0,4,2020-04-03T22:38:51.749Z,2020-04-03T23:14:30.468Z,True,2020-04-03T23:14:30.468Z,False,False,True,False,False,285,0,False,12,False,,False
31531,Closing Account from Overseas,closing-account-from-overseas,2,0,2,2020-03-30T08:55:07.292Z,2020-04-03T23:05:00.302Z,True,2020-04-03T23:05:00.302Z,False,False,True,False,False,269,0,False,12,False,,False
31540,New Visa Debit Card,new-visa-debit-card,2,0,2,2020-03-31T23:32:54.019Z,2020-04-01T20:08:08.732Z,True,2020-04-01T20:08:08.732Z,False,False,True,False,False,435,0,False,12,False,,False
30174,Smart ATM Enhancement,smart-atm-enhancement,5,1,5,2018-12-05T06:05:56.430Z,2020-04-01T08:26:42.041Z,True,2020-04-01T08:26:42.041Z,False,False,True,False,False,1409,2,False,12,False,,False
31516,Scammers take advantage of COVID-19 Pandemic,scammers-take-advantage-of-covid-19-pandemic,1,0,1,2020-03-26T01:25:45.123Z,2020-03-26T01:25:45.200Z,True,2020-03-26T01:25:45.200Z,False,False,True,False,False,367,0,False,34,False,,False
31432,Covid-19: Paywave,covid-19-paywave,1,0,1,2020-03-25T02:18:29.777Z,2020-03-25T02:18:29.833Z,True,2020-03-25T02:18:29.833Z,False,False,True,False,False,450,1,False,12,False,,False
25191,Track spending and budgeting apps,track-spending-and-budgeting-apps,23,8,25,2017-01-17T22:36:36.273Z,2020-03-21T20:06:53.819Z,True,2020-03-21T20:06:53.819Z,False,False,True,False,False,12933,36,False,12,False,,False
31394,Bank of montreal - inst&transit no,bank-of-montreal-inst-transit-no,4,2,4,2020-03-18T23:28:33.683Z,2020-03-19T02:10:56.024Z,True,2020-03-19T02:10:56.024Z,False,False,True,False,False,274,0,False,13,False,,False
30393,Internet banking locked,internet-banking-locked,6,3,6,2019-03-16T00:31:32.718Z,2020-03-13T02:20:21.948Z,True,2020-03-13T02:20:21.948Z,False,False,True,False,False,1406,1,False,13,False,,False
30840,Garmin pay,garmin-pay,4,2,4,2019-10-21T01:28:31.489Z,2020-03-09T04:06:40.311Z,True,2020-03-09T04:06:40.311Z,False,False,True,False,False,922,4,False,13,False,,False
30834,Final words for Cyber Smart Week – Report it!,final-words-for-cyber-smart-week-report-it,1,0,1,2019-10-17T18:54:05.083Z,2019-10-17T18:54:05.169Z,True,2020-02-27T22:02:21.172Z,False,False,True,False,False,616,2,False,10,False,,False
30497,Net working events,net-working-events,1,0,1,2019-04-29T03:47:35.151Z,2019-04-29T03:47:35.271Z,True,2020-02-27T21:59:37.454Z,False,False,True,False,False,928,0,False,10,False,,False
21006,End dates for auto payments,end-dates-for-auto-payments,4,1,4,2017-01-12T09:57:32.237Z,2020-02-23T23:53:56.007Z,True,2020-02-23T23:53:56.007Z,False,False,True,False,False,2747,1,False,13,False,,False
31319,**Safer Internet Day 2020**,safer-internet-day-2020,1,0,1,2020-02-10T23:38:50.263Z,2020-02-10T23:38:50.338Z,True,2020-02-10T23:38:50.338Z,False,False,True,False,False,313,0,False,34,False,,False
22791,Mortgage repayment - why is it so hard,mortgage-repayment-why-is-it-so-hard,13,5,13,2017-02-09T00:49:30.236Z,2020-02-09T06:31:35.669Z,True,2020-02-09T06:31:35.669Z,False,False,True,False,False,5044,3,False,12,False,,False
30096,Bnz app,bnz-app,6,2,6,2018-11-01T01:47:17.509Z,2020-01-31T03:55:35.137Z,True,2020-01-31T03:55:35.137Z,False,False,True,False,False,1935,2,False,13,False,,False
31289,Living overseas card expried,living-overseas-card-expried,4,2,4,2020-01-23T04:20:19.371Z,2020-01-24T03:35:12.326Z,True,2020-01-24T03:35:12.326Z,False,False,True,False,False,499,0,False,12,False,,False
31283,Auckland Anniversary,auckland-anniversary,2,0,2,2020-01-22T22:46:40.137Z,2020-01-23T00:48:13.050Z,True,2020-01-23T00:48:13.050Z,False,False,True,False,False,438,1,False,12,False,,False
31128,Fees to deposit international cheque,fees-to-deposit-international-cheque,3,1,3,2020-01-14T21:28:27.769Z,2020-01-22T05:46:49.351Z,True,2020-01-22T05:46:49.351Z,False,False,True,False,False,516,0,False,12,False,,False
31141,New payment screen,new-payment-screen,2,0,2,2020-01-21T21:29:03.462Z,2020-01-22T00:23:18.549Z,True,2020-01-22T00:23:18.549Z,False,False,True,False,False,408,0,False,13,False,,False
30508,Creating a Joint Account,creating-a-joint-account,6,3,7,2019-05-02T11:47:51.300Z,2020-01-06T07:54:46.524Z,True,2020-01-06T07:54:46.524Z,False,False,True,False,False,3675,0,False,12,False,,False
30034,Time zone won't let me access bnz apps,time-zone-wont-let-me-access-bnz-apps,24,22,27,2018-10-06T19:59:48.546Z,2019-12-27T05:46:24.983Z,True,2019-12-27T05:46:24.983Z,False,False,True,False,False,3583,2,False,13,False,,False
31084,Available balance no longer showing on mobile app,available-balance-no-longer-showing-on-mobile-app,4,2,4,2019-12-12T22:15:00.200Z,2019-12-19T22:29:14.530Z,True,2019-12-19T22:29:14.530Z,False,False,True,False,False,582,0,False,13,False,,False
30677,New chequebook policy makes no sense,new-chequebook-policy-makes-no-sense,11,6,11,2019-07-25T23:42:07.376Z,2019-12-19T04:34:26.878Z,True,2019-12-19T04:34:26.878Z,False,False,True,False,False,1831,0,False,12,False,,False
30718,Scam Savvy Week is here!,scam-savvy-week-is-here,3,1,3,2019-08-26T20:24:27.548Z,2019-12-16T22:55:54.526Z,True,2019-12-16T22:55:54.526Z,False,False,True,False,False,983,2,False,34,False,,False
30487,Wrong number entered into account,wrong-number-entered-into-account,4,1,4,2019-04-23T22:22:05.975Z,2019-12-16T22:51:52.555Z,True,2019-12-16T22:51:52.555Z,False,False,True,False,False,1264,0,False,12,False,,False
31091,Pending payment still pending 7 days later,pending-payment-still-pending-7-days-later,2,0,2,2019-12-14T06:45:40.733Z,2019-12-15T22:48:11.857Z,True,2019-12-15T22:48:11.857Z,False,False,True,False,False,525,0,False,12,False,,False
31039,IPv6,ipv6,1,0,1,2019-11-26T11:01:23.779Z,2019-11-26T11:01:23.833Z,True,2019-11-26T11:01:23.833Z,False,False,True,False,False,516,0,False,13,False,,False
30869,Does BNZ have a Salary Split feature,does-bnz-have-a-salary-split-feature,9,5,9,2019-11-14T23:18:52.099Z,2019-11-26T00:39:40.581Z,True,2019-11-26T00:39:40.581Z,False,False,True,False,False,981,0,False,12,False,,False
31036,Stay safe when shopping online,stay-safe-when-shopping-online,1,0,1,2019-11-25T20:29:05.992Z,2019-11-25T20:29:06.060Z,True,2019-11-25T23:33:16.206Z,False,False,True,False,False,562,2,False,34,False,,False
31034,Mobile BNZ is on the move!,mobile-bnz-is-on-the-move,1,0,1,2019-11-24T18:33:10.928Z,2019-11-24T18:33:10.988Z,True,2019-11-24T18:33:10.988Z,False,False,True,False,False,693,1,False,35,False,,False
31029,International Fraud Awareness Week comes to a close,international-fraud-awareness-week-comes-to-a-close,1,0,1,2019-11-21T18:29:48.538Z,2019-11-21T18:29:48.620Z,True,2019-11-21T18:29:48.620Z,False,False,True,False,False,480,2,False,34,False,,False
31024,International Fraud Awareness Week is here,international-fraud-awareness-week-is-here,1,0,1,2019-11-17T20:06:25.951Z,2019-11-17T20:06:26.017Z,True,2019-11-17T22:54:12.453Z,False,False,True,False,False,540,2,False,34,False,,False
30859,Payment failed on transfer from other BNZ client,payment-failed-on-transfer-from-other-bnz-client,3,0,3,2019-11-09T08:24:30.526Z,2019-11-10T22:08:26.053Z,True,2019-11-10T22:08:26.053Z,False,False,True,False,False,676,1,False,12,False,,False
30032,Garmin Pay and Fitbit Pay,garmin-pay-and-fitbit-pay,4,0,4,2018-10-05T07:43:08.815Z,2019-10-22T04:27:46.083Z,True,2019-10-22T04:27:46.083Z,False,False,True,False,False,2040,0,False,13,False,,False
30838,Card Issues overseas,card-issues-overseas,3,0,3,2019-10-18T14:50:59.768Z,2019-10-20T23:31:16.815Z,True,2019-10-20T23:31:16.815Z,False,False,True,False,False,732,0,False,12,False,,False
30833,Expiry time for pending transactions?,expiry-time-for-pending-transactions,2,0,2,2019-10-17T11:46:56.805Z,2019-10-18T00:39:58.465Z,True,2019-10-18T00:39:58.465Z,False,False,True,False,False,773,1,False,13,False,,False
30795,Help with AML Rules,help-with-aml-rules,9,3,9,2019-10-03T01:16:12.290Z,2019-10-17T04:53:06.404Z,True,2019-10-17T04:59:12.022Z,False,False,True,False,False,923,0,False,12,False,,False
30826,'credit',credit,2,0,2,2019-10-15T10:21:55.019Z,2019-10-16T03:29:58.240Z,True,2019-10-16T03:29:58.240Z,False,False,True,False,False,816,0,False,12,False,,False
30820,WatchOS 6 Crash,watchos-6-crash,3,1,3,2019-10-12T22:55:21.788Z,2019-10-14T00:56:00.743Z,True,2019-10-14T00:56:00.743Z,False,False,True,False,False,676,1,False,13,False,,False
30783,How I Colse my account oversea?,how-i-colse-my-account-oversea,7,5,7,2019-09-27T03:13:55.200Z,2019-10-13T23:40:26.361Z,True,2019-10-13T23:40:26.361Z,False,False,True,False,False,912,0,False,12,False,,False
30822,It's Cyber Smart Week,its-cyber-smart-week,1,0,1,2019-10-13T19:23:34.366Z,2019-10-13T19:23:34.426Z,True,2019-10-13T19:23:34.426Z,False,False,True,False,False,642,3,False,34,False,,False
30511,International Bank Xfers Don’t work weekends,international-bank-xfers-don-t-work-weekends,5,1,5,2019-05-03T21:25:13.248Z,2019-10-09T22:15:21.817Z,True,2019-10-09T22:15:21.817Z,False,False,True,False,False,1285,0,False,12,False,,False
30803,Internet Banking Blocked,internet-banking-blocked,2,0,2,2019-10-07T02:26:39.489Z,2019-10-07T03:52:03.296Z,True,2019-10-07T03:52:03.296Z,False,False,True,False,False,824,0,False,13,False,,False
30784,I need my new serial number card,i-need-my-new-serial-number-card,2,0,2,2019-09-27T05:59:24.180Z,2019-09-29T23:38:10.236Z,True,2019-09-29T23:38:10.236Z,False,False,True,False,False,765,0,False,13,False,,False
30779,Bnz homeadvantage credit card overseas,bnz-homeadvantage-credit-card-overseas,2,0,2,2019-09-26T22:23:08.053Z,2019-09-27T01:23:59.904Z,True,2019-09-27T01:23:59.904Z,False,False,True,False,False,756,0,False,12,False,,False
233,Historical KiwiSaver Unit Prices,historical-kiwisaver-unit-prices,10,6,10,2016-04-21T01:45:27.000Z,2019-09-20T01:47:21.614Z,True,2019-09-20T01:47:21.614Z,False,False,True,False,False,4728,3,False,12,False,,False
30767,Help,help,3,1,3,2019-09-19T21:25:06.481Z,2019-09-20T00:28:58.689Z,True,2019-09-20T00:28:58.689Z,False,False,True,False,False,802,0,False,12,False,,False
30760,Credit Cards and its affect on ability to get a mortgage,credit-cards-and-its-affect-on-ability-to-get-a-mortgage,2,0,2,2019-09-15T23:42:17.418Z,2019-09-16T22:36:09.543Z,True,2019-09-16T22:36:09.543Z,False,False,True,False,False,830,0,False,12,False,,False
30757,**Robocall Scam Alert**,robocall-scam-alert,1,0,1,2019-09-12T23:46:18.785Z,2019-09-12T23:46:18.851Z,True,2019-09-12T23:46:18.851Z,False,False,True,False,False,812,3,False,34,False,,False
30640,Westpac’s Cashnav,westpac-s-cashnav,4,1,4,2019-07-05T10:54:00.326Z,2019-09-12T23:30:55.135Z,True,2019-09-12T23:30:55.135Z,False,False,True,False,False,1187,1,False,12,False,,False
30750,Platinum credit card cover,platinum-credit-card-cover,2,0,2,2019-09-11T08:36:24.055Z,2019-09-12T23:06:11.160Z,True,2019-09-12T23:06:11.160Z,False,False,True,False,False,887,1,False,12,False,,False
30748,Paypal,paypal,2,0,2,2019-09-11T02:10:51.238Z,2019-09-12T22:44:02.879Z,True,2019-09-12T22:44:02.879Z,False,False,True,False,False,1098,0,False,12,False,,False
30727,I can't register for internet banking,i-cant-register-for-internet-banking,4,2,4,2019-08-29T22:51:11.720Z,2019-09-10T00:36:37.218Z,True,2019-09-10T00:36:37.218Z,False,False,True,False,False,948,0,False,12,False,,False
30741,Why can I not search my Payees?,why-can-i-not-search-my-payees,3,0,3,2019-09-04T23:33:49.952Z,2019-09-09T11:19:28.502Z,True,2019-09-09T11:19:28.502Z,False,False,True,False,False,775,0,False,13,False,,False
30734,Server down,server-down,7,4,7,2019-09-03T07:38:04.667Z,2019-09-05T09:32:15.243Z,True,2019-09-05T09:32:15.243Z,False,False,True,False,False,994,0,False,13,False,,False
30740,Outage,outage,3,0,3,2019-09-04T05:43:13.851Z,2019-09-05T09:25:20.128Z,True,2019-09-05T09:25:20.128Z,False,False,True,False,False,773,0,False,13,False,,False
28851,Android Pay on Android Wear smartwatch,android-pay-on-android-wear-smartwatch,16,13,17,2017-12-10T22:07:53.896Z,2019-09-05T01:02:47.151Z,True,2019-09-05T01:02:47.151Z,False,False,True,False,False,6811,1,False,13,False,,False
29415,Payment with Samsung S3 Gear Watch,payment-with-samsung-s3-gear-watch,4,1,4,2018-04-03T21:39:19.183Z,2019-09-04T23:48:53.162Z,True,2019-09-04T23:48:53.162Z,False,False,True,False,False,1939,0,False,13,False,,False
30737,What is Mobile BNZ?,what-is-mobile-bnz,1,0,1,2019-09-03T22:41:57.018Z,2019-09-03T22:41:57.069Z,True,2019-09-03T22:41:57.069Z,False,False,True,False,False,1034,1,False,35,False,,False
30720,Open Business Account overseas,open-business-account-overseas,3,1,3,2019-08-26T23:51:24.248Z,2019-08-30T01:29:27.125Z,True,2019-08-30T01:29:27.125Z,False,False,True,False,False,819,0,False,11,False,,False
30723,BNZ payclip feedback/improvement,bnz-payclip-feedback-improvement,2,0,2,2019-08-29T03:21:44.682Z,2019-08-30T00:36:36.345Z,True,2019-08-30T00:36:36.345Z,False,False,True,False,False,752,1,False,11,False,,False
30725,Why do I have to deal with the small business team for mortgage,why-do-i-have-to-deal-with-the-small-business-team-for-mortgage,2,0,2,2019-08-29T03:42:16.890Z,2019-08-30T00:32:57.708Z,True,2019-08-30T00:32:57.708Z,False,False,True,False,False,753,0,False,11,False,,False
30466,Show Payee Bank Account number,show-payee-bank-account-number,12,9,12,2019-04-09T04:45:43.803Z,2019-08-26T01:27:49.013Z,True,2019-08-26T01:27:49.013Z,False,False,True,False,False,2334,6,False,12,False,,False
29411,Premiercare insurance,premiercare-insurance,4,1,4,2018-04-03T10:02:43.533Z,2019-08-26T00:00:14.911Z,True,2019-08-26T00:00:14.911Z,False,False,True,False,False,1664,2,False,12,False,,False
30704,Phishing emails target MBIE customers,phishing-emails-target-mbie-customers,1,0,1,2019-08-20T20:47:44.571Z,2019-08-20T20:47:44.632Z,True,2019-08-20T20:47:44.632Z,False,False,True,False,False,719,3,False,34,False,,False
30598,NetGuard Card Expired,netguard-card-expired,11,8,11,2019-06-17T23:39:51.489Z,2019-08-19T00:07:48.261Z,True,2019-08-19T00:07:48.261Z,False,False,True,False,False,1659,0,False,13,False,,False
30687,Overseas Fees on Credit Card,overseas-fees-on-credit-card,4,2,5,2019-08-05T00:05:30.540Z,2019-08-07T00:43:53.863Z,True,2019-08-07T00:43:53.863Z,False,False,True,False,False,1191,0,False,12,False,,False
201,Credit Card Limit,credit-card-limit,8,0,8,2016-02-11T10:42:57.000Z,2016-02-13T06:52:46.000Z,True,2019-08-05T15:33:54.751Z,False,False,True,False,False,7329,2,False,12,False,,False
30566,YouMoney accounts name edits not sticking,youmoney-accounts-name-edits-not-sticking,3,0,3,2019-05-28T13:24:54.160Z,2019-08-01T02:54:15.157Z,True,2019-08-01T02:54:15.157Z,False,False,True,False,False,1130,0,False,13,False,,False
28826,BNZ app running balance,bnz-app-running-balance,6,2,6,2017-12-01T21:46:49.770Z,2019-08-01T02:50:43.133Z,True,2019-08-01T02:50:43.133Z,False,False,True,False,False,2199,4,False,13,False,,False
29722,Rearrange accounts on bnz app,rearrange-accounts-on-bnz-app,10,3,10,2018-06-16T21:52:44.418Z,2019-08-01T02:45:47.312Z,True,2019-08-01T02:45:47.312Z,False,False,True,False,False,3087,4,False,13,False,,False
30085,How can I refresh my BNZ statement in mobile app?,how-can-i-refresh-my-bnz-statement-in-mobile-app,3,0,3,2018-10-25T07:31:13.006Z,2019-08-01T02:33:52.811Z,True,2019-08-01T02:33:52.811Z,False,False,True,False,False,1411,1,False,13,False,,False
30623,No network connection available,no-network-connection-available,8,3,8,2019-06-28T23:58:07.466Z,2019-08-01T02:21:39.608Z,True,2019-08-01T02:21:39.608Z,False,False,True,False,False,1218,0,False,13,False,,False
30679,Closed for Good,closed-for-good,3,0,3,2019-07-28T21:55:14.970Z,2019-08-01T02:15:56.643Z,True,2019-08-01T02:15:56.643Z,False,False,True,False,False,1177,1,False,13,False,,False
30676,**Keep an eye out for this Inland Revenue Phishing email!**,keep-an-eye-out-for-this-inland-revenue-phishing-email,3,1,3,2019-07-22T23:50:55.638Z,2019-07-30T01:49:03.132Z,True,2019-07-30T01:49:03.132Z,False,False,True,False,False,862,1,False,34,False,,False
30670,BNZ app doing weird things - reset settings,bnz-app-doing-weird-things-reset-settings,3,1,3,2019-07-17T19:24:55.190Z,2019-07-25T21:15:05.568Z,True,2019-07-25T21:15:05.568Z,False,False,True,False,False,949,0,False,13,False,,False
29956,Ever wanted an alternative to the NetGuard Card? It's here,ever-wanted-an-alternative-to-the-netguard-card-its-here,12,5,12,2018-09-06T02:29:51.843Z,2019-07-25T19:16:54.407Z,True,2019-07-25T19:16:54.407Z,False,False,True,False,False,8227,10,False,13,False,,False
30675,BNZ Log In WEb Browser Outdated,bnz-log-in-web-browser-outdated,2,0,2,2019-07-22T04:59:24.881Z,2019-07-23T02:13:55.517Z,True,2019-07-23T02:13:55.517Z,False,False,True,False,False,836,0,False,13,False,,False
30634,Convert personal account to a joint account,convert-personal-account-to-a-joint-account,4,2,4,2019-07-04T02:16:09.311Z,2019-07-17T19:43:24.995Z,True,2019-07-17T19:43:24.995Z,False,False,True,False,False,1460,0,False,12,False,,False
30650,Exchange pre decimal currency in Branch,exchange-pre-decimal-currency-in-branch,3,1,3,2019-07-11T05:33:43.389Z,2019-07-17T10:31:09.566Z,True,2019-07-17T10:31:09.566Z,False,False,True,False,False,829,0,False,12,False,,False
30664,Finding Bank/Store branch number,finding-bank-store-branch-number,3,0,3,2019-07-17T00:53:57.703Z,2019-07-17T10:28:15.555Z,True,2019-07-17T10:28:15.555Z,False,False,True,False,False,3315,0,False,12,False,,False
30631,New Business Internet banking summary page,new-business-internet-banking-summary-page,2,0,2,2019-07-03T22:23:07.268Z,2019-07-10T00:36:11.200Z,True,2019-07-10T00:36:11.200Z,False,False,True,False,False,822,0,False,13,False,,False
30646,Transfer USD from FX Call account to another NZ bank account,transfer-usd-from-fx-call-account-to-another-nz-bank-account,1,0,1,2019-07-08T10:05:13.830Z,2019-07-08T10:05:13.895Z,True,2019-07-08T10:05:13.895Z,False,False,True,False,False,856,0,False,13,False,,False
28637,Making a payment for a Police Infringement?,making-a-payment-for-a-police-infringement,8,6,8,2017-09-25T02:39:05.570Z,2019-07-04T08:29:56.890Z,True,2019-07-04T08:29:56.890Z,False,False,True,False,False,10300,3,False,12,False,,False
26722,Persistent Internet Connection error message,persistent-internet-connection-error-message,2,0,2,2017-03-31T11:00:00.000Z,2019-06-28T23:56:48.896Z,True,2019-06-28T23:56:48.896Z,False,False,True,False,False,2678,0,False,13,False,,False
4467,Making extra payments to my variable home loan via Internet banking,making-extra-payments-to-my-variable-home-loan-via-internet-banking,25,22,25,2016-06-26T09:26:26.802Z,2019-06-27T05:10:04.778Z,True,2019-06-27T05:10:04.778Z,False,False,True,False,False,8051,12,False,13,False,,False
30616,Loan,loan,2,0,2,2019-06-25T07:45:03.523Z,2019-06-26T03:04:56.478Z,True,2019-06-26T03:04:56.478Z,False,False,True,False,False,872,1,False,12,False,,False
30385,Internet banking password & telephone pin reset,internet-banking-password-telephone-pin-reset,7,4,7,2019-03-12T11:44:56.311Z,2019-06-25T00:49:18.830Z,True,2019-06-25T00:49:18.830Z,False,False,True,False,False,1722,0,False,13,False,,False
431,Are credit cards really evil?,are-credit-cards-really-evil,5,2,9,2015-02-08T20:46:10.000Z,2019-06-21T05:26:09.256Z,True,2019-06-21T05:26:09.256Z,False,False,True,False,False,5669,4,False,22,False,,False
30604,Cancelling Pending Transactions Request,cancelling-pending-transactions-request,2,0,2,2019-06-19T15:47:24.676Z,2019-06-20T23:54:30.871Z,True,2019-06-20T23:54:30.871Z,False,False,True,False,False,1407,0,False,34,False,,False
30610,BNZ phishing email,bnz-phishing-email,1,0,1,2019-06-20T21:00:51.903Z,2019-06-20T21:00:51.970Z,True,2019-06-20T21:00:51.970Z,False,False,True,False,False,1008,1,False,34,False,,False
30602,Home Loan Repayments,home-loan-repayments,1,0,1,2019-06-19T03:27:54.513Z,2019-06-19T03:27:54.570Z,True,2019-06-19T03:27:54.570Z,False,False,True,False,False,999,0,False,12,False,,False
30593,Term Deposit RWT,term-deposit-rwt,2,0,2,2019-06-13T23:11:13.823Z,2019-06-14T01:00:32.267Z,True,2019-06-14T01:00:32.267Z,False,False,True,False,False,1039,0,False,12,False,,False
30590,Balance Transfer MasterCard,balance-transfer-mastercard,2,0,2,2019-06-13T08:05:54.870Z,2019-06-13T20:50:00.961Z,True,2019-06-13T20:50:00.961Z,False,False,True,False,False,1234,0,False,12,False,,False
30578,Flexi Debit Visa Card - Setting a pin number,flexi-debit-visa-card-setting-a-pin-number,4,0,4,2019-06-05T20:40:17.932Z,2019-06-11T22:21:24.648Z,True,2019-06-11T22:21:24.648Z,False,False,True,False,False,2997,0,False,12,False,,False
30360,Closing account,closing-account,4,0,4,2019-03-04T20:15:53.898Z,2019-06-11T22:06:57.898Z,True,2019-06-11T22:06:57.898Z,False,False,True,False,False,2250,1,False,12,False,,False
28948,Developer API,developer-api,33,22,33,2017-12-17T22:18:46.472Z,2019-06-11T20:47:21.537Z,True,2019-06-11T20:47:21.537Z,False,False,True,False,False,7239,12,False,13,False,,False
30571,Savings goal progress,savings-goal-progress,3,0,3,2019-06-01T00:30:40.552Z,2019-06-05T03:38:14.462Z,True,2019-06-05T03:38:14.462Z,False,False,True,False,False,904,2,False,11,False,,False
313,Money tracking with BNZ,money-tracking-with-bnz,26,13,26,2016-01-18T21:18:20.000Z,2019-06-04T23:16:02.626Z,True,2019-06-04T23:16:02.626Z,False,False,True,False,False,8128,10,False,13,False,,False
30554,Feature request: International travels - debit/credit card in foreign currencies (that I can load those currencies directly),feature-request-international-travels-debit-credit-card-in-foreign-currencies-that-i-can-load-those-currencies-directly,5,2,5,2019-05-22T09:04:21.908Z,2019-06-03T05:35:10.210Z,True,2019-06-03T05:35:10.210Z,False,False,True,False,False,1208,0,False,12,False,,False
337,API (Application Programming Interface),api-application-programming-interface,11,6,12,2016-04-21T10:27:31.000Z,2019-05-31T00:25:33.600Z,True,2019-05-31T00:25:33.600Z,False,False,True,False,False,8358,3,False,13,False,,False
30569,Card Skimming and what you need to know,card-skimming-and-what-you-need-to-know,2,0,2,2019-05-29T19:54:33.692Z,2019-05-29T20:35:43.990Z,True,2019-05-29T20:35:43.990Z,False,False,True,False,False,1024,1,False,34,False,,False
30451,Google Pay needing a PIN,google-pay-needing-a-pin,2,0,2,2019-04-04T01:25:55.886Z,2019-05-28T00:38:12.380Z,True,2019-05-28T00:38:12.380Z,False,False,True,False,False,1052,0,False,12,False,,False
29187,Documents (Statements),documents-statements,17,10,17,2018-02-07T07:48:48.541Z,2019-05-27T21:24:39.750Z,True,2019-05-27T21:24:39.750Z,False,False,True,False,False,3116,8,False,12,False,,False
29166,Watch out for this Spark scam!,watch-out-for-this-spark-scam,4,2,4,2018-01-29T02:42:05.897Z,2019-05-23T22:45:26.000Z,True,2019-05-23T22:45:26.000Z,False,False,True,False,False,4011,3,False,34,False,,False
30548,Joint Account,joint-account,3,0,3,2019-05-20T01:14:31.831Z,2019-05-22T05:52:52.091Z,True,2019-05-22T05:52:52.091Z,False,False,True,False,False,1658,0,False,12,False,,False
30551,Stay on the lookout for Lottery scams,stay-on-the-lookout-for-lottery-scams,1,0,1,2019-05-22T03:42:52.053Z,2019-05-22T03:42:52.153Z,True,2019-05-22T03:42:52.153Z,False,False,True,False,False,944,0,False,34,False,,False
